2
4.3841	0.39276
-6.3597	-3.6682
-2.6313	3.98
-2.5804	3.9947
-4.1638	0.40444
-10.191	-1.5428
-13.955	-2.5033
-21.02	-2.9002
-20.88	-2.7567
-15.983	0.11097
-19.155	-1.9022
-18.979	-1.9349
-11.526	1.417
-16.994	-4.7612
-18.298	-4.7958
-15.542	7.5366
-15.939	8.1274
-16.073	8.2692
-16.57	7.6549
-17.005	-0.4102
-0.78418	-6.7476
-0.80525	-6.7181
-4.1612	-3.5531
2.9299	7.1203
2.8025	7.1763
-1.0921	0.82648
-9.5335	-5.1661
-26.232	-2.467
-27.03	-2.731
-27.409	-3.0791
-27.516	-3.1982
-12.763	-8.4206
-3.3568	-0.43694
-6.5634	11.364
-2.717	-9.8742
-2.7224	-9.779
-10.389	5.9387
-10.378	5.7818
-1.2822	-4.0532
-1.9335	-4.09
-12.801	-4.054
-15.81	3.9757
-13.451	7.5405
-12.331	7.5311
-8.4747	8.0387
-3.9772	6.0108
-7.6125	-5.9214
-0.057192	-0.30735
0.62327	4.499
0.91144	9.6834
3.2802	1.8804
3.2757	1.8829
4.0872	2.5104
4.5214	2.575
4.9829	3.0915
5.0443	3.2476
-5.6844	-7.8105
-26.733	-4.6067
-23.198	-5.9172
-22.85	-6.2791
-21.802	-7.3509
-18.742	2.6603
-8.9705	1.8014
-8.5668	1.1113
-21.98	-4.2105
-23.613	-5.6837
-13.822	-4.1653
-6.5163	14.666
-6.4676	14.502
-7.6387	8.8365
-9.9247	4.7577
-17.969	-4.3675
-24.039	-7.6905
-22.135	-5.3407
-4.6374	-3.1419
1.0433	7.5697
0.92263	7.8877
1.0381	7.9909
1.0616	8.0596
-5.1674	13.839
-5.5751	13.728
-10.469	7.9748
-8.2893	-4.7077
-8.2339	-4.6664
-22.871	-6.4696
-26.831	-11.708
-26.835	-11.747
-27.106	-11.748
-27.552	-10.255
-24.372	-5.715
-24.164	-5.7582
-27.815	-8.8852
-24.803	-6.649
-16.488	-0.068768
-8.4563	2.1032
-3.8915	3.7886
-8.0173	-4.0536
-14.359	-3.8762
-14.416	-3.6461
-14.624	-3.6725
